,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
LY86,0.0110040020491608,-0.379297646268413,1,1,1
RCAN3AS,0.011012544652705,-0.596853448868335,1,1,1
CPNE8,0.0111331404844763,-0.581437528410824,1,1,1
AC092620.1,0.0111878470480052,-0.65308756801729,1,1,1
C9orf139,0.011258618217167,-0.692730748630161,1,1,1
LGALS1,0.0112766902388593,-0.399431519834872,1,1,1
ZGLP1,0.0113468417571501,-0.656855355213167,1,1,1
AC090360.1,0.011415091886215,-0.66288472639386,0.75,0,1
FAM192A,0.0114230839271881,-0.352770898390699,1,1,1
LEFTY1,0.0115246857273525,-0.689886312874286,0.375,0.8,1
RSPH4A,0.0115883694443718,-0.646393209751479,1,0.8,1
SPAG7,0.01160695750835,-0.300595329626084,1,1,1
AC007620.2,0.0116647464695295,-0.693556446711663,0.875,1,1
GTF3C2,0.0116882379103629,-0.142592743443755,1,1,1
C3orf33,0.011704090824161,-0.476680830951137,1,1,1
ZNF606,0.0117336772692117,-0.359659740969523,1,1,1
AL158071.3,0.0117551349572159,-0.532231878216597,1,1,1
VWF,0.0117670563113401,-0.688243443314894,1,1,1
ABCC11,0.0118590718822666,-0.644667951551251,1,0.8,1
UCP3,0.0118728250966384,-0.687296184275297,1,1,1
MBOAT1,0.0118854791625561,-0.562773201055508,1,1,1
LRBA,0.0118973082233461,-0.0516843328514016,1,1,1
AL022328.4,0.0119487814683049,-0.309970093636482,1,1,1
CYBRD1,0.0120168971268533,-0.666928923988732,1,1,1
DSP,0.0120405793869496,-0.577909342232193,1,0.8,1
TRAF1,0.0122106402335783,-0.161981975792588,1,1,1
CERNA1,0.0123547341732696,-0.309182093790642,1,1,1
SLC38A1,0.0123939019840704,0.138602318298878,1,1,1
NDUFAF8,0.0124551586369628,-0.347784864992472,1,1,1
CD33,0.0124648082060015,-0.566536194876536,1,1,1
MATN1,0.0124861798849712,-0.61087058707533,1,0.6,1
FAM53B-AS1,0.0125157538629871,-0.66408455836627,0.75,0,1
WNT1,0.0126019650424466,-0.464436032886901,1,1,1
SEPSECS-AS1,0.0126514854525416,-0.558844267980116,1,1,1
EIF1AD,0.0127780553644217,-0.120809413957472,1,1,1
LINC02482,0.0128093295792572,-0.668283399741913,1,1,1
CAMK2D,0.0128142048673082,-0.0190356320186564,1,1,1
DHFR,0.0129415246594782,-0.601948003907343,1,1,1
ST8SIA1,0.0129423070004124,-0.681704400860472,1,1,1
CARD9,0.012982079048507,-0.540258891532011,1,1,1
C1orf74,0.0130218339651306,-0.617069402605047,1,0.8,1
HIST1H3C,0.0130347834579918,-0.688527230829276,1,1,1
ATL1,0.0130357107109495,-0.479937892409311,1,1,1
PIK3C2A,0.0131624105904531,-0.168672317978414,1,1,1
IL12RB2,0.0131708591704983,-0.434420098708673,1,1,1
CD28,0.0132481170625263,0.102417576044329,1,1,1
TMED7,0.0132579247582495,-0.0930694794276499,1,1,1
CCDC157,0.0133184140665816,-0.483699572289797,1,1,1
TNFAIP6,0.0134127730518798,-0.247984867875284,1,1,1
PIGBOS1,0.0134820951859561,-0.475505166917182,1,1,1
COPRS,0.0136254794391613,-0.646294436364874,1,1,1
ZNHIT1,0.0136777671728126,-0.330894322817383,1,1,1
FSBP,0.0136838527654993,-0.506765331089237,1,1,1
DIABLO,0.0136852093753171,-0.141230443494206,1,1,1
TMSB10,0.0137546336294907,-0.227596461016825,1,1,1
SAP130,0.0138436135139465,-0.243889941386414,1,1,1
DIS3L,0.0138693804805785,-0.205947117361071,1,1,1
USP36,0.01397114546349,0.311889199053321,1,1,1
ABCC3,0.0140099860956543,-0.666150919892429,1,1,1
APOBR,0.0140446117604737,-0.517242886997435,1,1,1
LRRC32,0.0140574746113455,-0.55463813451896,0.875,1,1
CENPA,0.0141001509394972,-0.701493408565216,0.875,1,1
RHOH,0.0141869121215118,0.208667218369083,1,1,1
NEIL1,0.014219697201424,-0.322848050337374,1,1,1
DVL3,0.0143278578261375,-0.534289725280126,1,1,1
IL6,0.0143894663064852,-0.527985871025175,1,0.8,1
LINC00304,0.0144306863692956,-0.652673380191077,0.875,0.4,1
GBA2,0.014476079075833,-0.559390402485861,1,1,1
LINC02280,0.0145009352715278,-0.68920520246276,0.25,1,1
USP30,0.0145147548843059,-0.319844188046913,1,1,1
AC011511.2,0.0145547415740818,-0.634333509968073,1,1,1
FSTL3,0.0146869948837453,-0.67233762831643,1,1,1
DNAAF1,0.0148239409375335,-0.517272097921343,1,1,1
FAHD1,0.0149696010652611,-0.592817608586083,1,1,1
AKIRIN1,0.0149756071478635,0.0229059127773693,1,1,1
CIT,0.0150804098333332,-0.696071377542167,0.875,1,1
C17orf53,0.0151058870918872,-0.616807673511602,1,0.8,1
FABP5,0.0151506037049004,-0.519559344048979,1,1,1
GAS2,0.0151618770049194,-0.559858213315973,1,1,1
VCAN-AS1,0.0151980563253971,-0.664183603639988,0.75,0,1
UHMK1,0.0152223451481757,-0.00678123794528784,1,1,1
AC092171.4,0.0152366051052496,-0.691458597034315,0.25,0.8,1
NDEL1,0.0152404736546603,0.0746921791843627,1,1,1
CPAMD8,0.0152632601440606,-0.670580963325377,1,1,1
FAF2,0.0152823755181504,-0.172876273198719,1,1,1
NDUFA11,0.0153026681517489,-0.210762547404068,1,1,1
TM9SF4,0.0153741432171029,-0.123879081095946,1,1,1
KIAA0930,0.01542328421658,-0.489492173761646,1,1,1
CISD1,0.0154256980135329,-0.567641974210074,1,1,1
TRIM56,0.0154915329284992,-0.401037228824838,1,1,1
STK17A,0.0155179099297362,0.130281802683814,1,1,1
MOSPD1,0.0156127922649353,-0.388622687745446,1,1,1
QSOX2,0.0156215876936253,-0.410703415053163,1,1,1
SOCS1,0.0156384436738704,0.0311177359524004,1,1,1
AP003120.1,0.0157804141561371,-0.69280708384597,0.25,1,1
AC114291.2,0.0158287127945472,-0.658887115577743,0.875,0.2,1
AC009506.1,0.015853645789117,-0.683192407876283,1,1,1
AZIN1,0.0158779601078373,0.030707393423161,1,1,1
ZNF433,0.0158978610611052,-0.598398081928624,1,1,1
PHLDA2,0.015968579572869,-0.327416204995336,1,1,1
CAPS,0.0160330048524911,-0.625096871709312,1,1,1
LINC00641,0.0160339467777361,-0.468652807775011,1,1,1
PPP1R27,0.0161123613768899,-0.689680981955633,0.375,0.8,1
WBP1L,0.0161672256541417,-0.489874488168941,1,1,1
AGO4,0.0161741940095409,-0.480778472037657,1,1,1
ZPBP2,0.0161822742806657,-0.664393666619892,0.75,0,1
ZDHHC8,0.0162719395746702,-0.599651362180024,1,1,1
INPPL1,0.0162848317857188,-0.453931621164434,1,1,1
ZNF180,0.0164260144019789,-0.378806589995381,1,1,1
AC244033.2,0.0164771175388622,-0.650893276634773,1,1,1
AC034238.1,0.0167062204117533,-0.683619458817644,1,1,1
SAP25,0.0168324308435952,-0.527562517805085,1,1,1
ASTL,0.0168570298588462,-0.50942508096982,1,1,1
CD300LF,0.0168716440044966,-0.600802907356322,1,1,1
GPX3,0.016932672665934,-0.591142842325713,1,1,1
ZSCAN18,0.0169470069206364,-0.179323560433396,1,1,1
AURKB,0.0170026932916554,-0.711678036296353,1,1,1
ZNF738,0.0170710517577878,-0.561675244176755,1,1,1
PRMT2,0.0171201198145505,0.25488061225034,1,1,1
ADGRG3,0.0172466234427978,-0.624636757883815,0.875,0.8,1
AC245884.8,0.017320728739704,-0.687826128328616,0,0.8,1
EIF4G2,0.0173235552676968,0.105273144932663,1,1,1
AL353622.1,0.0173529331929714,-0.647183039223872,1,1,1
AC027031.2,0.0173571200677348,-0.679278903411337,1,1,1
OGFRL1,0.0174550747258522,-0.454771811146233,1,1,1
EVA1B,0.0174741158427648,-0.652308479660936,1,1,1
SPEGNB,0.0175062237952234,-0.682351318194053,1,1,1
FNTB,0.0175250324005931,-0.622289366230085,1,1,1
SILC1,0.01754898108887,-0.688868174746899,0.5,1,1
WDR20,0.0175686372549232,-0.191602433177842,1,1,1
STBD1,0.0176051228531292,-0.698481423625632,0.75,1,1
SPTBN4,0.0179177852080331,-0.645404866554168,1,0.6,1
TNFSF15,0.0179220818255131,-0.655982288569133,0.75,0.2,1
MBTPS1,0.017951009761835,-0.0298864466187512,1,1,1
RALGAPA1,0.017963116687663,0.0385291888720301,1,1,1
IL21R,0.0180717762734808,0.0162043370741778,1,1,1
ATP5PF,0.0182203405480086,-0.288404150584012,1,1,1
COL6A1,0.0182523034429639,-0.56025563768676,1,1,1
ASPM,0.0183899135186865,-0.734660538824391,1,1,1
AC112236.2,0.01842105445632,-0.685874398948265,1,1,1
AL035446.2,0.0184674757288656,-0.694030014809162,0.125,0.6,1
PTPRN2,0.0185028661322648,-0.588919119400965,1,1,1
AC100814.1,0.0185449018159753,-0.689200707560602,0.125,0.8,1
MYO3B,0.0185608013220567,-0.697970755294699,1,1,1
UCN,0.018600343877604,-0.688665554756792,0.75,1,1
FAM200B,0.0186120511367047,-0.361686080264108,1,1,1
AL391807.1,0.0186981338324524,-0.68385821861374,1,1,1
RHOB,0.0187034701716274,-0.481445301459099,1,1,1
GP6,0.0187502021344684,-0.695482536326993,1,1,1
NMNAT1,0.0189050251210105,-0.657359026708602,1,1,1
API5,0.0190393258826082,-0.0633470655665807,1,1,1
NAGK,0.0191272192467696,-0.420409949359551,1,1,1
Z95114.1,0.0192879318118935,-0.66187781018342,0.875,0.4,1
CARNS1,0.0193371611948477,-0.464805343994801,1,1,1
SOD2,0.0195659812606868,0.414897741990803,1,1,1
THSD8,0.0195839314833858,-0.688393944793756,0.25,0.8,1
POMGNT2,0.0196674931013409,-0.446972266806227,1,1,1
AL121672.3,0.01970399563818,-0.688215266667597,0.75,1,1
FBXO34,0.0197474805655042,-0.0227387009369759,1,1,1
KMT2E-AS1,0.0198323332649578,-0.487249603996319,1,1,1
AC010173.1,0.019851975826834,-0.691273729420986,1,1,1
AC007342.4,0.0198780823707551,-0.604195256872838,1,1,1
NFE2,0.0199106741030564,-0.688078345988289,1,1,1
AC020916.1,0.0199188061464992,-0.508657636114276,1,1,1
JAK1,0.0199556541951416,0.15547766462978,1,1,1
C4orf48,0.0199778564721294,-0.353631110031854,1,1,1
LINC02724,0.0199796689121445,-0.685953526988685,1,1,1
USP47,0.0200479653129414,-0.0160846444110191,1,1,1
TOX2,0.0200906092229818,-0.665730513924267,1,1,1
SLC6A4,0.0201083682145065,-0.693957976758014,1,1,1
HLX-AS1,0.0202188816229053,-0.680893233426609,1,1,1
FUT10,0.0203891891337411,-0.451069256651252,1,1,1
ZFP90,0.0204924599723834,-0.0963842013699709,1,1,1
PRPF8,0.0207185748882214,0.0189756331511644,1,1,1
HSD11B1L,0.0207611943911995,-0.535696148352727,1,1,1
NPRL3,0.0207849592300107,-0.045099789986174,1,1,1
GTPBP2,0.0207879541986567,-0.560771261158912,1,1,1
NDUFB10,0.0208024877555855,-0.23684813342688,1,1,1
TK2,0.0208347321877316,-0.560245229315883,1,1,1
LAMB2,0.020895416291624,-0.68014882613122,1,1,1
RNASE6,0.0209140459083625,-0.560771058151466,1,1,1
PYCARD,0.0209936349382136,-0.402562090746846,1,1,1
CCDC112,0.0211019446401496,-0.536533691675867,1,1,1
DLEU2,0.0213127747399798,-0.527670617506264,1,1,1
RNF144A-AS1,0.0213520892170744,-0.689819148612707,1,1,1
AL078459.1,0.0213917396925815,-0.579741298956905,1,1,1
AL078622.1,0.0214348093361601,-0.647696455725298,0.75,0.4,1
IDH1-AS1,0.0214921702350036,-0.687633917841556,1,1,1
LINC00685,0.0215794711591815,-0.449352568779014,1,1,1
NFKB2,0.0215887002249655,0.114431404760113,1,1,1
CLEC20A,0.0216789813404635,-0.604404901792525,1,1,1
AC010331.1,0.0216912636800087,-0.67012768516863,1,1,1
GMEB2,0.021715776333032,-0.0677098917180703,1,1,1
HLX,0.0217328838738151,-0.705151084833001,1,1,1
NDUFS6,0.0217686774778139,-0.32925562050485,1,1,1
KIZ,0.0218161359471718,-0.156885433500045,1,1,1
TBCA,0.0218365935872269,-0.289120725630126,1,1,1
CHIC2,0.0219304508368077,0.0200519915877923,1,1,1
CHCHD1,0.0219970064166174,-0.472244823408147,1,1,1
MARCKSL1,0.0220278437366533,0.18477236383849,1,1,1
B3GALNT1,0.022173893239497,-0.68710571646093,1,1,1
MYT1L,0.0221761205235053,-0.644155233442224,1,0.2,1
MPV17,0.0222437663244621,-0.403805699526863,1,1,1
AL356234.2,0.0222821792484944,-0.693837659851781,0.25,0.8,1
ZNF557,0.0223089503786348,-0.346885463696861,1,1,1
AMH,0.0223810097288611,-0.660031472133607,0.625,0.2,1
RIOK2,0.0224255330302167,-0.199017263326136,1,1,1
AHCYL1,0.0225223652518979,-0.476929102040083,1,1,1
RFPL3S,0.0225300933781876,-0.691918044478248,0.5,1,1
RBM44,0.0225322634016483,-0.57074363903348,1,1,1
AGAP5,0.0225777427161332,-0.665779338421803,1,1,1
PROCA1,0.0226680144767702,-0.640274536043682,1,1,1
CHAC1,0.0227182167227324,-0.621140618243702,1,1,1
RRP1B,0.0227608346747909,-0.0581532630006524,1,1,1
GAS5,0.0229026536613252,-0.355908791886612,1,1,1
PLAAT1,0.0229159026304921,-0.689816863876737,0.75,1,1
LCA5,0.0229464319703616,-0.68697193971649,1,1,1
CEACAM4,0.0229735803064297,-0.613758811294689,1,1,1
PTPN23,0.0233504737758331,-0.454371587235321,1,1,1
CHD7,0.0238266297917485,-0.0929460620089715,1,1,1
KCNK6,0.0238566180372173,-0.497938518051033,1,1,1
TCERG1,0.0238785053694655,-0.0238742726001334,1,1,1
PRPF3,0.0239399000105699,-0.0877634901101925,1,1,1
AC073896.2,0.0240712076687602,-0.557397345313973,1,1,1
ZCRB1,0.0241601152972554,-0.321639417793421,1,1,1
XPR1,0.0243031279616439,-0.280320827455104,1,1,1
SCARF1,0.024359611706658,-0.648855695311152,1,1,1
MARCH1,0.0243863057580617,-0.446828364488442,1,1,1
TFB2M,0.0244103722941391,-0.251104807675167,1,1,1
FDXACB1,0.0244372332134213,-0.390787492361927,1,1,1
TMEM44-AS1,0.0245308611471403,-0.315955095577558,1,1,1
TSHZ3,0.0245430591936785,-0.649759793593235,1,1,1
POLR2L,0.0246146895647419,-0.276585459319165,1,1,1
TMEM256,0.0246726665345284,-0.291936262123383,1,1,1
PCLAF,0.0246952279160423,-0.694367352070589,1,1,1
SLC16A5,0.0247204321201325,-0.589411543981588,1,1,1
RUNX1,0.0247661865572677,-0.00452552297325315,1,1,1
ABCD3,0.0248715053662212,-0.248460616548219,1,1,1
CCNB1,0.0248735221974906,-0.69929607446468,1,1,1
KIAA1257,0.0248783730733715,-0.700344947542486,1,1,1
AC092902.4,0.0249107504574836,-0.530142186272132,1,1,1
PTGER4,0.0249270109591705,0.217542526314659,1,1,1
C5orf22,0.024991210783623,-0.286911222887177,1,1,1
PTBP2,0.0252558641099893,-0.200104421694671,1,1,1
HIST1H3H,0.0252844863572963,-0.559057402810382,1,1,1
IQCG,0.0253140116047035,-0.557492576621794,1,1,1
ATG16L1,0.0253176729854645,-0.183456375865482,1,1,1
GEMIN4,0.0253404188657855,-0.356842248961061,1,1,1
RPS6KB2-AS1,0.0254141548370119,-0.654915997436938,1,0.6,1
SEC14L2,0.0254327633850655,-0.0583994907662397,1,1,1
ZNF773,0.0256620508573278,-0.460844353981372,1,1,1
LIMK2,0.0257265347759272,-0.293451186148573,1,1,1
S100A13,0.0257770746618513,-0.685489827619539,1,1,1
PVR,0.0258727720237227,-0.654485204790694,1,1,1
