,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TMSB4X,1.07995718023108e-278,-0.237042348517367,0.993,0.996,2.42407188674667e-274
TMSB10,6.59476759513163e-277,-0.26938167706612,0.99,0.993,1.48026153440325e-272
RPS3A,5.90519255108723e-266,0.254946332030989,0.992,0.986,1.32547952001704e-261
MT-ND4L,1.59031931002423e-217,0.215755319791439,0.991,0.973,3.56963072328039e-213
SARAF,1.14296333668681e-166,0.38140536101894,0.783,0.723,2.56549550552722e-162
MT-ATP8,8.54861894639096e-160,0.277388959654718,0.919,0.872,1.91882300870691e-155
ATP5F1E,4.30886733143334e-154,-0.272696702122461,0.853,0.897,9.67168361213527e-150
PABPC1,5.06464145002383e-151,0.240970908996016,0.924,0.896,1.13680941987235e-146
ZNF331,8.79783035622342e-144,0.856008684585712,0.242,0.152,1.97476100175791e-139
CYBA,6.34090385928242e-142,-0.395524801177022,0.532,0.623,1.42327928025453e-137
ZFP36L2,6.14638049533175e-134,0.312938369831004,0.827,0.79,1.37961656598216e-129
EEF2,1.03286029184225e-133,0.220549308800897,0.919,0.88,2.3183582110691e-129
MT-CYB,3.19162113691077e-130,0.163576717598187,0.992,0.98,7.16391280390992e-126
EEF1A1,1.01716790396744e-125,0.132798130833755,0.999,0.999,2.28313507724531e-121
RPL3,5.3967282438781e-108,0.166999289098816,0.969,0.956,1.21134962162088e-103
TNFAIP3,1.26601084203926e-107,0.421334026130592,0.52,0.431,2.84168793604133e-103
RPL8,3.87933561596279e-102,0.147644486060527,0.988,0.984,8.70755672359008e-98
MT-CO2,4.52882169528017e-100,0.121211642737055,1,1,1.01653931772259e-95
CREM,1.18851762022582e-91,0.820914553567216,0.178,0.113,2.66774665035887e-87
PIK3IP1,5.5266292784535e-91,0.498253487778261,0.362,0.283,1.24050720784167e-86
CD55,3.10345385897685e-88,0.473420598341238,0.34,0.261,6.96601253185943e-84
PIK3R1,6.81720296287248e-86,0.528993153307865,0.361,0.286,1.53018937704636e-81
EIF1,1.87125938284613e-85,0.142236354995009,0.986,0.98,4.20022881073642e-81
HLA-B,4.2652895145645e-84,-0.173390165220563,0.989,0.992,9.57386884439148e-80
SNHG5,1.02267724296587e-83,-0.496280122565303,0.239,0.311,2.29550133956119e-79
FAM153B,2.97878534319341e-81,2.18675724367221,0.034,0.008,6.68618158133193e-77
PFN1,6.33867976536248e-78,-0.203134210055836,0.867,0.9,1.42278006013326e-73
PRMT2,2.61293563438884e-77,0.433402645677908,0.354,0.281,5.86499532494919e-73
RPLP0,3.93821357341706e-76,0.155144297642241,0.958,0.953,8.83971418689193e-72
SERF2,1.23377915933171e-74,-0.207303159538675,0.806,0.838,2.76934070103595e-70
S100A11,1.37923710641677e-72,-0.366496855354045,0.286,0.358,3.09583560906309e-68
DNAJB1,3.12005628015109e-71,0.363032778129485,0.454,0.384,7.00327832642714e-67
PNRC1,1.24282627704894e-70,0.26369192341474,0.622,0.56,2.78964786146406e-66
CCR7,1.73079303982375e-70,0.576525062780995,0.237,0.174,3.8849380571884e-66
THBS1,7.81649341713926e-70,1.75982519975435,0.1,0.058,1.75449011241108e-65
NOP53,1.33835513286889e-68,0.248695015332806,0.643,0.578,3.00407193123751e-64
PDE4D,4.92983626719189e-68,0.548236073106435,0.201,0.141,1.10655104853389e-63
MNDA,1.81462636603574e-67,-0.750285753926294,0.094,0.142,4.07311034120382e-63
EIF4B,2.68225223658089e-67,0.263336844289581,0.561,0.491,6.02058337022945e-63
S100A10,7.19922958347386e-67,-0.356948748650657,0.535,0.59,1.61593907230654e-62
PCBP2,1.31070321993785e-66,0.1732466521029,0.837,0.791,2.94200444747249e-62
LAIR2,2.66292607191323e-66,-0.965409365542488,0.047,0.084,5.97720386101644e-62
PDE4B,6.8016090360288e-66,0.551680597117714,0.217,0.158,1.52668916422702e-61
H3F3B,1.06875439691047e-65,0.150070110545637,0.924,0.902,2.39892611930525e-61
ARPC1B,5.73568579802398e-64,-0.257278317997802,0.499,0.565,1.28743203422446e-59
CRIP1,6.72923380182853e-64,-0.376206230952259,0.496,0.552,1.51044381915843e-59
S100A6,2.58475060059152e-63,-0.342476030712136,0.651,0.693,5.80173119808773e-59
SLC7A5,2.80512616607605e-63,0.661135710745283,0.143,0.093,6.2963861923743e-59
SH3BGRL3,1.17599297105869e-62,-0.177833104725015,0.776,0.828,2.63963382283834e-58
AC020656.1,1.44758446054689e-62,-1.05848853571469,0.046,0.081,3.24924808014356e-58
ARID5A,2.27714991061687e-62,0.486609024934002,0.229,0.169,5.11129068937062e-58
LGALS1,1.70776451664655e-61,-0.423659433318937,0.323,0.385,3.83324823406484e-57
ACTB,2.3854324099701e-61,-0.166686009678607,0.971,0.975,5.3543415874189e-57
CIRBP,3.65197216445412e-60,0.210165913239497,0.661,0.597,8.19721672033371e-56
P2RY8,4.54540409834011e-60,0.363115166660414,0.337,0.271,1.02026140391342e-55
SNX9,1.52894342353183e-59,0.622861644353217,0.154,0.104,3.43186640845955e-55
HNRNPA0,1.73953442985046e-59,0.282904888603994,0.455,0.387,3.90455898124234e-55
EEF1G,3.48764178190219e-59,0.169115830191952,0.852,0.827,7.82836074365764e-55
DIP2A,9.14822617445538e-59,0.51949969389858,0.195,0.14,2.05341084711826e-54
CSRNP1,7.89561659023851e-58,0.453556558989933,0.237,0.178,1.77225009984493e-53
AL135905.2,8.65973436704311e-58,0.549247037292632,0.179,0.127,1.9437639760265e-53
LEPROTL1,1.08662173596512e-56,0.31832980870173,0.431,0.367,2.43903114854732e-52
MYL6,2.1893819476614e-56,-0.196338421876342,0.695,0.742,4.91428671972077e-52
S100A4,3.13261411475541e-56,-0.249776542218263,0.638,0.683,7.03146564198e-52
YPEL5,3.76867299230042e-56,0.37794751469623,0.319,0.257,8.45916339851751e-52
CCL4L2,1.23280595676205e-55,-0.176400726771877,0.056,0.093,2.76715625054811e-51
USP36,2.5245039366685e-54,0.562854215155593,0.16,0.111,5.66650153624612e-50
FHIT,2.08349711212574e-53,1.02806814373867,0.059,0.03,4.67661761787743e-49
CHD1,9.99052873251921e-52,0.388183135012985,0.256,0.199,2.24247407930126e-47
TMEM176B,1.12951477164187e-51,1.19421158250003,0.065,0.035,2.53530885642735e-47
CD5,1.70903811725251e-51,0.413242768091267,0.254,0.198,3.83610695798498e-47
AC004556.3,2.1021995011558e-51,-1.57975806620089,0.008,0.024,4.71859700029431e-47
S1PR1,2.83891190505743e-51,0.487655838557356,0.2,0.149,6.3722216620919e-47
GAS5,4.17623270251018e-51,-0.282489065396034,0.526,0.571,9.37397192405434e-47
SMCHD1,1.39058022698583e-49,0.296029674501138,0.398,0.338,3.12129637749239e-45
CDKN1B,2.03480822468134e-49,0.325509229839895,0.32,0.261,4.56733054111975e-45
RBM38,5.63181438221744e-49,0.464743735599989,0.195,0.145,1.26411705623253e-44
POLR2J2,1.36623789159228e-48,1.23573045017713,0.04,0.017,3.06665757146803e-44
ELF1,2.3354967188773e-48,0.288802173542044,0.352,0.291,5.24225593519198e-44
DYNLL1,2.93329042151868e-48,-0.451162252412836,0.153,0.202,6.58406368014084e-44
SBDS,4.22949088832931e-48,0.314360639112023,0.323,0.264,9.49351524794398e-44
CNOT6L,5.87275349753976e-48,0.445403312433082,0.198,0.148,1.31819825005777e-43
SELENOK,6.55755866442195e-48,0.349543781757557,0.313,0.256,1.47190961781615e-43
RNF125,8.93677132210957e-48,0.410775960090584,0.251,0.198,2.00594769096071e-43
HIST1H1C,1.27993297013043e-47,0.47711070628958,0.182,0.134,2.87293754475475e-43
MS4A6A,1.89300235650307e-47,-0.710452552555122,0.089,0.127,4.24903308940678e-43
IDI1,3.06403656132976e-47,0.454358626136198,0.204,0.154,6.87753646556077e-43
HNRNPA1,3.11441993482603e-47,0.138077382505955,0.824,0.784,6.9906269857105e-43
NFE2L2,8.7087819968425e-47,0.456149799790946,0.2,0.151,1.95477320701127e-42
RHOH,9.31138085221936e-47,0.338782417340237,0.311,0.254,2.09003254608916e-42
LAPTM5,1.13811216592724e-46,0.187428281837312,0.769,0.724,2.55460656764028e-42
RBM3,1.35450588974603e-46,0.216994335735784,0.567,0.51,3.04032392012394e-42
HIST1H1E,1.48680324189942e-46,0.302680550354647,0.335,0.275,3.33727855676744e-42
PPIA,1.53478664532604e-46,-0.155891714117867,0.823,0.849,3.44498210409882e-42
SF1,3.67293086302692e-46,0.226684726630563,0.532,0.475,8.24426061515022e-42
CCL3L1,3.67916324839941e-46,-1.31633701048198,0.025,0.048,8.25824982735733e-42
HLA-A,5.36535284458486e-46,-0.137881054092022,0.952,0.961,1.20430709949552e-41
HSP90AB1,1.38249999635177e-45,0.218868934190016,0.573,0.518,3.10315949181117e-41
MTFP1,1.67061446762381e-45,0.530907898393818,0.147,0.104,3.7498612340284e-41
S100B,3.25228176177734e-45,1.37925510652643,0.041,0.019,7.30007164248542e-41
NR4A2,4.03735456011754e-45,0.366829393664679,0.374,0.321,9.06224604563982e-41
SRSF7,5.64105215649228e-45,0.263259372539777,0.498,0.443,1.26619056704626e-40
MATR3.1,6.48244429366023e-45,0.388979160066746,0.23,0.179,1.45504944615498e-40
ZC3HAV1,7.50633971376367e-45,0.338911812252306,0.292,0.238,1.68487301215139e-40
LITAF,7.59854356395765e-45,0.253855265472741,0.482,0.422,1.70556908836593e-40
CFD,1.51541634227326e-44,-0.600014347187329,0.099,0.138,3.40150352186657e-40
EZR,1.51697194000662e-44,0.379255444144306,0.384,0.33,3.40499521653886e-40
MAP3K8,1.83283844734958e-44,0.412593207330666,0.262,0.21,4.11398917892088e-40
CXCR4,1.92033516345734e-44,0.253901442945766,0.5,0.444,4.31038430789636e-40
HIF1A,3.09297409892346e-44,0.39008055728524,0.27,0.217,6.94248966244361e-40
EGR3,7.61120085847197e-44,-1.690889762349,0.01,0.026,1.70841014469262e-39
ANXA1,8.25520868887425e-44,-0.280649243304772,0.364,0.421,1.85296414230471e-39
HSPA9,1.06379878061832e-43,0.348010985379594,0.257,0.205,2.38780274297589e-39
RPL5,1.23391531320139e-43,0.110988202613092,0.959,0.949,2.76964631201183e-39
CSNK1D,4.84578131790359e-43,0.419343900260824,0.204,0.157,1.08768407461664e-38
CLEC12A,8.63320862799562e-43,-0.593349508863087,0.065,0.098,1.9378100086399e-38
BACH2,1.84328085783251e-42,0.545248447639485,0.15,0.109,4.13742821349086e-38
EGR2,1.88097708136526e-42,-1.58062471462924,0.012,0.028,4.22204115683245e-38
FTH1,4.32034972872025e-42,0.176836490041109,0.938,0.924,9.69745700108547e-38
TMEM176A,1.50448247865801e-41,1.17407412866037,0.043,0.021,3.37696137159578e-37
PDE3B,1.67197030149691e-41,0.406602174113307,0.22,0.172,3.75290453873996e-37
S100A8,6.06180885226073e-41,-0.49966277904428,0.132,0.174,1.36063361497844e-36
JAK1,1.08616944430315e-40,0.240191906666791,0.455,0.399,2.43801593468284e-36
TSPYL2,2.43320857841751e-40,0.387734155149232,0.225,0.176,5.46157997511594e-36
STK17B,2.77103334081057e-40,0.216127711119648,0.503,0.448,6.21986143678341e-36
EML4,3.99715346796727e-40,0.321838055353915,0.3,0.248,8.97201067419934e-36
KLF3,8.31230797143165e-40,0.288412526502581,0.325,0.271,1.86578064726755e-35
COL6A2,1.11896074484737e-39,0.897118158329896,0.058,0.033,2.5116192878844e-35
SATB1,1.88096500105165e-39,0.395762093637772,0.22,0.173,4.22201404136052e-35
ELL2,2.42926984333076e-39,0.772985884336597,0.068,0.041,5.45273909034023e-35
TENT5C,2.73439868521653e-39,0.411551976535846,0.178,0.134,6.13763128883703e-35
SLC3A2,3.34008568772342e-39,0.361038789486454,0.218,0.171,7.49715633466398e-35
KLF4,3.70022168975718e-39,-0.585552815336551,0.106,0.143,8.30551760482897e-35
CCND3,6.05895354096339e-39,0.193039681021188,0.466,0.409,1.35999271180464e-34
FOXP1,6.10799710742892e-39,0.287251413484437,0.386,0.334,1.3710010307335e-34
OSER1,7.63950265366736e-39,0.442675373094588,0.163,0.121,1.71476276564218e-34
EIF5A,1.01897415719819e-38,0.278764412605306,0.343,0.29,2.28718939324706e-34
VPS37B,2.29294938898603e-38,0.422756190223571,0.192,0.148,5.14675419851804e-34
RPS5,2.48026192797457e-38,0.121104331680157,0.915,0.905,5.56719592353172e-34
PELI1,4.34097133408657e-38,0.466947866552785,0.189,0.146,9.74374425649071e-34
SLC38A1,4.99564545984312e-38,0.319385911135899,0.275,0.225,1.12132257991639e-33
PYCARD,5.0624213718501e-38,-0.419840637707541,0.181,0.225,1.13631110112547e-33
CD14,5.92480813570987e-38,-0.528669495088192,0.101,0.137,1.32988243414144e-33
BCLAF1,8.31046410439955e-38,0.276340793035341,0.33,0.278,1.86536677287352e-33
VAMP2,1.37072145310779e-37,0.184115440485844,0.56,0.507,3.07672137364575e-33
CYTH1,5.14632807926706e-37,0.267123975491728,0.359,0.307,1.15514480067228e-32
SYTL3,9.45602786393704e-37,0.404652247119514,0.218,0.174,2.12250001433931e-32
ISCA1,9.79228231110273e-37,0.404544355498419,0.181,0.139,2.19797568755012e-32
TOB1,1.47024955343142e-36,0.452215239034901,0.205,0.162,3.30012214763216e-32
MAPK1IP1L,2.1121520146825e-36,0.323519556452553,0.255,0.208,4.74093641215635e-32
KCTD12,2.65603876022412e-36,-0.688200391889805,0.047,0.074,5.96174460119907e-32
GPR132,2.8271466065719e-36,0.657917493169419,0.079,0.05,6.34581327311129e-32
GADD45B,3.41232354097258e-36,0.318036323441651,0.336,0.286,7.65930142006705e-32
TMA7,3.9384103206731e-36,-0.14329029235727,0.738,0.77,8.84015580578284e-32
FUS,6.02511464260139e-36,0.2173320110866,0.463,0.41,1.35239723267831e-31
PTGER4,9.5919953632198e-36,0.369351337894265,0.227,0.182,2.15301927922832e-31
NR4A3,9.91061074717188e-36,0.767883589848402,0.073,0.045,2.2245356883102e-31
SC5D,1.02951357947442e-35,0.664843908175672,0.077,0.049,2.31084618048827e-31
NCL,1.1963491752003e-35,0.215339183795747,0.487,0.438,2.68532535865459e-31
IFI30,1.24540841399006e-35,-0.301750482037468,0.169,0.213,2.79544372604208e-31
CCNI,1.34564874619159e-35,0.156728657097784,0.709,0.665,3.02044317570164e-31
DCXR,1.53257830946284e-35,0.372324905152309,0.212,0.168,3.44002527342029e-31
HNRNPDL,2.41191886414669e-35,0.154111889023643,0.652,0.603,5.41379308246366e-31
VCAN,3.15472429097513e-35,-0.296604492260887,0.112,0.15,7.08109414352278e-31
ZC3H12A,3.43273635547788e-35,0.513974887409598,0.122,0.088,7.70512002350566e-31
DUSP2,3.65932652396081e-35,0.195875178964263,0.452,0.398,8.21372431568244e-31
CEBPZ,5.53401282097066e-35,0.360891968521293,0.206,0.163,1.24216451779508e-30
PRAM1,9.26182006531679e-35,-0.595837446155076,0.06,0.088,2.07890813186101e-30
HLA-DQA2,2.29827415545357e-34,-0.793510410965825,0.039,0.062,5.15870616933108e-30
GOLGA8B,2.8789258855245e-34,0.484614588601988,0.127,0.092,6.4620370426483e-30
PFKFB3,3.04649872920203e-34,0.560922815774576,0.118,0.085,6.83817104756687e-30
EIF2S3,4.87821594942456e-34,0.248094527185246,0.344,0.293,1.09496435200784e-29
C9orf78,5.01592457553024e-34,0.279196808764054,0.296,0.248,1.12587443022352e-29
ATP5MG,5.01794963508349e-34,-0.155776856164803,0.679,0.713,1.12632897509084e-29
CEMIP2,5.29070682352389e-34,0.418892365966489,0.173,0.134,1.18755205360817e-29
RNF138,5.77177999126062e-34,0.360588405673529,0.196,0.155,1.29553373683836e-29
CSF3R,6.91553383154617e-34,-0.453345972111564,0.102,0.137,1.55226072382885e-29
SEC14L2,9.09881244590245e-34,0.979463279739873,0.04,0.021,2.04231944160726e-29
FCN1,1.5561013611405e-33,-0.34504876721362,0.137,0.176,3.49282511521597e-29
DDX6,3.30368142729248e-33,0.262581402077735,0.298,0.25,7.41544333170071e-29
CSTA,9.59122316681339e-33,-0.488788978704831,0.104,0.138,2.15284595202293e-28
CD52,1.54223894071765e-32,-0.164226416943085,0.786,0.802,3.46170952633484e-28
CORO1A,1.7509902136618e-32,-0.161251137237655,0.71,0.737,3.93027263358527e-28
SYAP1,1.80846386360345e-32,0.368619987379465,0.183,0.143,4.05927798824429e-28
CST3,1.90692711630561e-32,-0.338236550150229,0.164,0.204,4.28028860525958e-28
FKBP5,2.02939652725402e-32,0.3899105290239,0.173,0.134,4.55518344507436e-28
CD28,2.3313184537428e-32,0.473329776451928,0.122,0.088,5.23287740127109e-28
MYL12A,3.19302672926841e-32,-0.184162560935827,0.67,0.691,7.16706779651588e-28
S100A9,1.22612243815834e-31,-0.406900619254072,0.146,0.183,2.75215442469022e-27
H3F3A,1.40224131444283e-31,-0.147701206887403,0.761,0.788,3.14747085439838e-27
AREG,1.71371612580941e-31,0.461057580544239,0.139,0.104,3.84660721599179e-27
TXK,3.10339711074181e-31,0.393869898850377,0.158,0.122,6.96588515477107e-27
BX284668.5,3.57140495116942e-31,-0.552952347214605,0.056,0.082,8.01637555339488e-27
REL,3.93114478115602e-31,0.314107183454074,0.257,0.214,8.82384757578281e-27
CSDE1,3.99802112230233e-31,0.208845911572388,0.414,0.365,8.97395821111981e-27
BNIP2,4.16531102698697e-31,0.28074509656875,0.243,0.199,9.34945713117494e-27
SESN3,5.52280550894208e-31,0.509963368438238,0.119,0.087,1.23964892453714e-26
SNRK,5.75652920359592e-31,0.349488939405062,0.185,0.146,1.29211054503914e-26
TAPBP,5.87346947487402e-31,0.211960569054255,0.402,0.353,1.31835895833022e-26
HLA-DQB1,6.59103254610734e-31,-0.243802402635067,0.211,0.257,1.47942316529925e-26
SF3B1,9.19491022915218e-31,0.232166400008492,0.357,0.31,2.0638895500355e-26
LYZ,1.11143944417521e-30,-0.34679868161005,0.156,0.193,2.49473697639569e-26
ABLIM1,1.32862219701519e-30,0.292416741332593,0.266,0.222,2.98222538342029e-26
TGFBR2,1.49686303033893e-30,0.350997578917867,0.223,0.182,3.35985875789876e-26
HIST1H2AM,1.62987904038843e-30,0.475081018655751,0.097,0.068,3.65842649405586e-26
KLF6,1.9978126433434e-30,-0.180149154210355,0.547,0.59,4.48429025924859e-26
DDX11,2.42256872198806e-30,0.848563435279623,0.043,0.024,5.43769775337439e-26
AC007952.4,2.63198173399545e-30,-0.425380471769913,0.133,0.168,5.90774620012619e-26
RORA,2.66280513170533e-30,0.322884712992778,0.231,0.189,5.97693239862578e-26
CD247,4.39193486782134e-30,0.24326699340013,0.333,0.287,9.85813700431177e-26
MGAT4A,6.25960825670116e-30,0.252916454234064,0.316,0.271,1.40503166929914e-25
STK17A,1.01543278228751e-29,0.259453093435492,0.307,0.262,2.27924042312254e-25
BTG1,1.34372140352959e-29,0.141574173480608,0.806,0.774,3.01611706236251e-25
SPOCK2,1.95392361447579e-29,0.204287973749929,0.377,0.328,4.38577694505235e-25
KMT2E,3.19567656010097e-29,0.20706061397308,0.406,0.358,7.17301560680264e-25
ABO,3.26134234660484e-29,1.52799503539266,0.017,0.006,7.32040903118923e-25
CLIC1,3.67346155759566e-29,-0.191925997071859,0.437,0.482,8.24545181217921e-25
GPBP1,4.07157456800901e-29,0.285148674808207,0.249,0.207,9.13905627535303e-25
EMD,7.64105685632955e-29,0.259058579955112,0.284,0.24,1.71511162197173e-24
DNAJB6,8.71149569495675e-29,0.277355173866484,0.272,0.23,1.95538232368999e-24
RNASEK,1.05282199103479e-28,-0.191503210736492,0.478,0.521,2.3631642410767e-24
ARRDC2,1.11637335466301e-28,0.422629526151818,0.144,0.11,2.50581163187659e-24
GRASP,1.15425437080766e-28,0.561794050383306,0.084,0.058,2.59083936071487e-24
OAZ1,1.42002321208013e-28,-0.1759180988518,0.65,0.682,3.18738410183506e-24
LINC01220,1.5052540799596e-28,-1.10730056017486,0.012,0.024,3.37869330787732e-24
PHF1,1.56955875294037e-28,0.291023091973919,0.25,0.208,3.52303157684996e-24
SNRPA1,1.60790399450165e-28,0.322097311903821,0.208,0.169,3.6091013060584e-24
TMEM123,2.12116965986256e-28,0.22712350161642,0.367,0.321,4.7611774185275e-24
IKZF1,2.20624866074559e-28,0.24358767919238,0.329,0.285,4.95214574390956e-24
HCST,3.17974642353069e-28,-0.172634046317573,0.536,0.577,7.137258822257e-24
PTPN1,3.20350909639679e-28,0.315369969229037,0.205,0.166,7.19059651777224e-24
DDX24,3.2896287662156e-28,0.247336466829174,0.313,0.269,7.38390072864754e-24
ODC1,4.04575662928668e-28,0.294133574984195,0.193,0.155,9.08110533009687e-24
SOCS1,4.2889511367099e-28,0.518630056447003,0.09,0.063,9.62697972145904e-24
TNFAIP8L2,5.95601341334862e-28,-0.835770949926238,0.021,0.036,1.33688677076023e-23
TIGIT,7.0974116511536e-28,-0.537534805577874,0.055,0.079,1.59308501921794e-23
CD8B,7.18113588922915e-28,-0.359799988627936,0.213,0.252,1.61187776169637e-23
NRGN,8.48252063141313e-28,-0.44925622886637,0.042,0.063,1.90398658092699e-23
SAMSN1,9.70364286885524e-28,0.479593872213937,0.186,0.151,2.17807967834325e-23
GABARAPL1,1.04314266978665e-27,0.365808644749219,0.2,0.163,2.34143803660311e-23
LEF1,1.20635655065126e-27,0.304607276958706,0.26,0.219,2.70778791359183e-23
ARHGEF1,1.24700392520413e-27,0.178501624967076,0.447,0.4,2.7990250105132e-23
NR3C1,1.51545323478426e-27,0.309557843844415,0.25,0.21,3.40158633079674e-23
IL4R,1.56703092646823e-27,0.360568691087671,0.145,0.112,3.51735761755059e-23
CLEC7A,1.87487536703124e-27,-0.46362771867829,0.092,0.122,4.20834524883832e-23
WBP11,1.91773403274777e-27,0.30598546246313,0.206,0.167,4.30454580990565e-23
RESF1,2.35385273966508e-27,0.236005374265731,0.311,0.267,5.28345785945225e-23
SNHG29,2.43967068101886e-27,0.147158143972962,0.654,0.617,5.47608481061494e-23
RBL2,2.47157104520822e-27,0.235503137483481,0.316,0.272,5.54768836807438e-23
PHF3,5.49205109661393e-27,0.280604042774549,0.24,0.2,1.23274578914596e-22
NLRP6,5.50164489960536e-27,1.16719505633365,0.024,0.01,1.23489921416542e-22
PSMB9,8.17870379479719e-27,-0.235830151998752,0.352,0.392,1.83579185378018e-22
SF3A1,1.0295510697977e-26,0.273623409525144,0.242,0.202,2.31093033126792e-22
RELB,1.23032763092235e-26,0.369744935789238,0.171,0.136,2.76159340036832e-22
IGSF6,1.77012664202734e-26,-0.523313864983484,0.063,0.087,3.97322626069458e-22
PPDPF,1.85156145144094e-26,0.173353584416778,0.618,0.583,4.15601483390434e-22
CD33,1.86920411065982e-26,-0.658146698259692,0.035,0.054,4.19561554678703e-22
UBL5,2.89774976628106e-26,-0.19638815163264,0.405,0.446,6.50428912539446e-22
AC243829.1,3.06740142016406e-26,-1.33800361747004,0.006,0.016,6.88508922770026e-22
BZW1,3.21768930796651e-26,0.255931106634707,0.296,0.254,7.22242542066164e-22
SETD2,3.39517724401e-26,0.32438214119759,0.181,0.145,7.62081484190484e-22
FAM177A1,3.71023371002638e-26,0.348059548264923,0.204,0.168,8.32799058552522e-22
ITK,3.97633984691762e-26,0.288195306367798,0.248,0.209,8.92529242039128e-22
METRNL,4.02492632025216e-26,0.485742193900675,0.098,0.071,9.03434961843799e-22
SOCS3,4.86139029794187e-26,0.323519048908034,0.166,0.131,1.09118766627603e-21
RALGAPA1,5.65481474063587e-26,0.388944978643302,0.132,0.101,1.26927971668313e-21
DNTTIP2,7.12540647478758e-26,0.313838555095711,0.192,0.156,1.59936873733082e-21
RGS18,1.17752372572344e-25,-0.741591818852012,0.031,0.049,2.64306975475882e-21
IL16,1.19758420012796e-25,0.267850234709927,0.256,0.216,2.68809749560721e-21
TAF7,1.28135603124898e-25,0.277784349564326,0.225,0.186,2.87613174774145e-21
PRRC2C,1.43007188923238e-25,0.201956289476147,0.387,0.343,3.209939362571e-21
LST1,1.54175234225952e-25,-0.272906976586933,0.161,0.196,3.46061730743571e-21
EIF3L,1.71769358174647e-25,0.162110981170347,0.506,0.461,3.85553501358812e-21
SLC44A2,1.81126148780248e-25,0.261306911709384,0.252,0.213,4.06555753552145e-21
PRKCH,1.88609273978157e-25,0.229440379821761,0.305,0.263,4.23352376371372e-21
AC104695.4,2.35533025847606e-25,-1.08412552811509,0.01,0.021,5.28677429817536e-21
P2RY13,2.62728523257972e-25,-1.07839735195145,0.011,0.022,5.89720443304844e-21
CYTIP,2.63208642894091e-25,0.200274435043542,0.373,0.329,5.90798119840076e-21
SEMA4D,2.66360531279798e-25,0.279372292026544,0.225,0.187,5.97872848510636e-21
G3BP2,3.25814286072887e-25,0.238947960359575,0.285,0.244,7.31322746519203e-21
IFNGR1,3.79708606296981e-25,0.359657918293378,0.176,0.142,8.52293937694203e-21
AC136475.1,3.90838655668698e-25,0.607943098392254,0.06,0.039,8.7727644651396e-21
RNMT,4.93895663489044e-25,0.30959555889679,0.191,0.156,1.10859820626751e-20
TTC3,5.65841117467633e-25,0.243383952002417,0.267,0.227,1.27008697226785e-20
STAT3,6.34505465653307e-25,0.228654572904381,0.299,0.258,1.42421096820541e-20
CX3CR1,6.66461617966939e-25,-0.498599721947677,0.054,0.077,1.49593974768859e-20
RGCC,7.0406457431214e-25,0.336091785095153,0.208,0.172,1.58034334350103e-20
AC253572.2,7.79513879306758e-25,-0.361198980228054,0.092,0.12,1.74969685349195e-20
CENPC,8.22298036160427e-25,0.288568052456968,0.205,0.169,1.84573017196569e-20
OST4,8.6465494183758e-25,-0.16696851138153,0.52,0.556,1.94080448244863e-20
CEBPD,8.81761431414253e-25,-0.46889198205336,0.109,0.137,1.97920170895243e-20
PADI4,1.11674579238556e-24,-0.718175179989254,0.031,0.048,2.50664760558862e-20
AIF1,1.28680624029206e-24,-0.313944433573769,0.213,0.249,2.88836528695956e-20
SMAP2,1.42186864035314e-24,0.297205707568943,0.228,0.192,3.19152635013665e-20
SLC2A3,1.45293774393299e-24,0.18245811131151,0.391,0.347,3.26126406003199e-20
RAB30,1.60890478476951e-24,0.575165995460035,0.075,0.052,3.61134767989364e-20
RSL1D1,1.79735798563103e-24,0.219744410833237,0.327,0.286,4.0343497345474e-20
AC020916.1,2.5900445824859e-24,-0.560017706018956,0.114,0.142,5.81361406984785e-20
TYMP,2.87895644211296e-24,-0.257275709972946,0.182,0.218,6.46210562996674e-20
RNASE6,3.63641557669116e-24,-0.573027614009856,0.048,0.069,8.16229840344098e-20
ILF3,3.63691364275921e-24,0.252258197299075,0.258,0.219,8.16341636253732e-20
TC2N,3.94267928511744e-24,0.281993638844292,0.224,0.188,8.84973792337461e-20
SNHG1,3.98513485394692e-24,0.271633452669567,0.248,0.21,8.94503369316925e-20
GYPC,6.88836448011582e-24,0.197292522366525,0.376,0.334,1.5461622912068e-19
RASA2,7.27878364877162e-24,0.278455225362435,0.208,0.172,1.63379577780328e-19
SNU13,8.07084337877002e-24,0.225481689274629,0.301,0.261,1.81158150479872e-19
STRAP,8.88666685480627e-24,0.267486735556544,0.243,0.205,1.99470124222981e-19
PNPLA8,9.92666980197221e-24,0.384223742546538,0.128,0.099,2.22814030375068e-19
TRAF4,1.07126552726616e-23,0.556865728849596,0.057,0.037,2.40456260250162e-19
HSPA5,1.12131607997993e-23,0.211435603407492,0.322,0.282,2.51690607312295e-19
CRYBG1,1.14769747746623e-23,0.348713237007125,0.151,0.12,2.5761217579207e-19
NPM1,1.17583505621069e-23,0.118715191432726,0.734,0.699,2.63927936717051e-19
TUBA4A,1.57148064677031e-23,0.25529661258008,0.257,0.22,3.52734545974065e-19
RCAN3,1.6018446929835e-23,0.294837380323238,0.209,0.173,3.59550059787077e-19
ILF2,1.86901479727916e-23,0.265221434618769,0.226,0.19,4.19519061397281e-19
SFXN1,2.24068348723125e-23,0.315728954607969,0.178,0.145,5.02943815543925e-19
