group,names,scores,logfoldchanges,pvals,pvals_adj
2,ERGIC2,5.0459857,0.45832792,4.511889712650705e-07,3.869846254878018e-06
2,MAST4,5.044402,0.98716545,4.549416870216416e-07,3.900542821576687e-06
2,TIMM9,5.027857,0.45839202,4.95992498537828e-07,4.239545933808107e-06
2,TTC24,5.0273886,1.4671208,4.972043613188199e-07,4.248286674595445e-06
2,CYB561D2.1,4.9840407,0.9196144,6.226992565914487e-07,5.280357957480793e-06
2,HAPLN3,4.9825845,0.97048193,6.274058560878113e-07,5.3142459795271746e-06
2,COX11,4.9790897,0.53622216,6.388396935517745e-07,5.402937363023034e-06
2,ARHGEF10,4.9065275,1.5719049,9.27030795524819e-07,7.758438939727848e-06
2,OXLD1,4.9034443,0.3587305,9.417060411534138e-07,7.875385171285219e-06
2,PPM1K,4.9005036,0.3233851,9.559127377774407e-07,7.98526881732506e-06
2,METTL23,4.895146,0.31865123,9.823284490950694e-07,8.193736294458538e-06
2,TFAP4,4.8947325,0.9958181,9.84395678673106e-07,8.207929198921448e-06
2,ELP2,4.8939276,0.3984295,9.884327822022586e-07,8.238530348797586e-06
2,NMRK1,4.8789477,0.46442723,1.0665332123821936e-06,8.863163452473424e-06
2,TUT1,4.8788567,0.8145214,1.0670253157191049e-06,8.863971220070699e-06
2,MZF1,4.8673368,0.69638324,1.1311229401612978e-06,9.379085893927038e-06
2,MSL3,4.85953,0.32311952,1.1766489550650247e-06,9.727831471598358e-06
2,SAE1,4.855498,0.4290316,1.2008459908115848e-06,9.916920202265208e-06
2,BCL9L,4.8458443,0.41895187,1.2607450176976091e-06,1.0381028124446271e-05
2,NIFK,4.8408403,0.36065862,1.2929131792560528e-06,1.063419905517822e-05
2,EBPL,4.839962,0.478597,1.2986384746376163e-06,1.0673467301983133e-05
2,SLC25A36,4.838253,0.29574576,1.309853851113289e-06,1.0757767852941412e-05
2,LINC02361,4.8309865,0.9989687,1.3585828653138327e-06,1.1153895755242973e-05
2,ERCC6L2,4.8305564,0.61806566,1.3615206979354801e-06,1.1173928184957875e-05
2,PHLDB3,4.823385,0.86501366,1.4114233415616314e-06,1.1558120512474418e-05
2,MBD5,4.8144526,0.4554587,1.4760383674961657e-06,1.2069638323067007e-05
2,ZNF107,4.809412,0.4324806,1.513748510061827e-06,1.2368984003220884e-05
2,NSUN5,4.8010097,0.39182535,1.578678442910317e-06,1.2871418935548484e-05
2,PPWD1,4.7964344,0.40500975,1.6151493530394611e-06,1.3159216834237295e-05
2,U2AF1L4,4.780542,0.32398537,1.748232894783839e-06,1.4191983926335642e-05
2,FNTA,4.773147,0.30400842,1.8136911714017013e-06,1.4696791347755448e-05
2,PKIA,4.7560363,0.9776481,1.974312084196839e-06,1.5940794619382104e-05
2,PLPP1,4.754264,1.4191368,1.991707995306847e-06,1.60639157968586e-05
2,ZNF146,4.7446284,0.4962534,2.088894960278277e-06,1.6805496873980717e-05
2,THAP7,4.735553,0.36181617,2.184587817261094e-06,1.754392062477371e-05
2,NUDCD2,4.727099,0.36981198,2.2775026457905316e-06,1.8231392434883833e-05
2,SYNGAP1,4.722507,0.9150284,2.3295484931944342e-06,1.8621454942393972e-05
2,SGF29,4.718975,0.420467,2.3703596717070766e-06,1.8927461113887244e-05
2,NBEAL1,4.708088,0.36021,2.500513245598828e-06,1.9945458532591074e-05
2,SOCS3,4.705053,0.26115,2.5379992968432557e-06,2.0222908135230288e-05
2,LINC00623,4.7043004,0.34817526,2.547376925085953e-06,2.0290426707054403e-05
2,NIPSNAP1,4.68747,0.5372767,2.766033904237538e-06,2.1969708780791145e-05
2,TRIM73,4.6872816,0.7376458,2.7685767352684155e-06,2.1982127131176108e-05
2,MINCR,4.685672,1.0146179,2.7904305772101326e-06,2.2139980465202773e-05
2,THUMPD1,4.6722302,0.28416672,2.9794664045589466e-06,2.3564870654238938e-05
2,TRAP1,4.670225,0.49598655,3.0086955656951193e-06,2.378766490580932e-05
2,MRPS25,4.6479363,0.44855398,3.352726377597595e-06,2.636739595230088e-05
2,MTLN,4.6478715,0.33828017,3.3537786440265088e-06,2.636739595230088e-05
2,RAB3GAP1,4.646299,0.48236644,3.3794362629472723e-06,2.6559813150600308e-05
2,SINHCAF,4.632573,0.35115063,3.6114860381513432e-06,2.832404458852028e-05
2,ANKRD49,4.631862,0.33399367,3.6239119234903845e-06,2.8401650500930578e-05
2,THYN1,4.6314836,0.36717907,3.6305506966946427e-06,2.8443749018501904e-05
2,CEP85L,4.6273127,0.33560532,3.704413589965936e-06,2.8971870188284112e-05
2,ACSL6,4.622196,1.2717518,3.7969869555485885e-06,2.9644232766693435e-05
2,PSMG4,4.602576,0.43191996,4.172979282858072e-06,3.25231572857751e-05
2,DPH1,4.5953,0.53061104,4.321263603076109e-06,3.366715822098103e-05
2,NR3C2,4.5916343,1.3220787,4.397885455844096e-06,3.424035273738348e-05
2,KPNA5,4.5883884,0.47558978,4.466805337356527e-06,3.476487954310145e-05
2,USP9Y,4.58204,0.35702497,4.6046198608130555e-06,3.5750708196406034e-05
2,SPNS3,4.569549,0.79495513,4.887749055996699e-06,3.781813695653289e-05
2,HSF2,4.561965,0.778733,5.0677134206618145e-06,3.917007418738812e-05
2,RASGRF2,4.5560517,1.3360664,5.2124070403183865e-06,4.0233042787822045e-05
2,CCDC141,4.555225,1.1273044,5.23295272012997e-06,4.035571331172979e-05
2,KLF9,4.5396037,0.31409106,5.635999123057542e-06,4.333742258645991e-05
2,ZNF496,4.530477,0.94791865,5.885059357705342e-06,4.513018187326755e-05
2,POLD2,4.5235343,0.5112274,6.081541760536241e-06,4.658917623105682e-05
2,POP5,4.514385,0.3557142,6.350063908117666e-06,4.8579936769464595e-05
2,FBXO3,4.5127354,0.37890372,6.399688584449998e-06,4.890957097942277e-05
2,COQ8A,4.495553,0.50176597,6.9389434498367586e-06,5.276135659723438e-05
2,PLXDC1,4.494166,1.2554942,6.984313252903809e-06,5.308834922948828e-05
2,MTFP1,4.483601,0.30133116,7.339373672231661e-06,5.573057559097153e-05
2,POLR2C,4.4736795,0.2743111,7.68848865745604e-06,5.8282950491475276e-05
2,ZNF431,4.470933,0.3735118,7.787918206036996e-06,5.901674951137962e-05
2,PRORP,4.4651065,0.42959335,8.002896691906603e-06,6.054365323442386e-05
2,ECHDC2,4.4623528,0.45556116,8.106457160373254e-06,6.128579906424319e-05
2,LINC00649,4.461156,0.7285281,8.151873226874627e-06,6.160839947825855e-05
2,POLR1E,4.4513435,0.61956745,8.533479260847746e-06,6.436239095732141e-05
2,RBM43,4.4469805,0.76171833,8.708581512893269e-06,6.56169253569662e-05
2,TSR2,4.4453654,0.31089926,8.774253120161652e-06,6.608955890441222e-05
2,AC136475.5,4.4409356,1.4563719,8.956857533365674e-06,6.73971251069145e-05
2,ZNF433-AS1,4.4233823,0.5942519,9.716761228754063e-06,7.296835816012502e-05
2,GPR155,4.415974,0.7252332,1.0055619783659217e-05,7.543731339037927e-05
2,UTY,4.41332,0.27319083,1.017972684759619e-05,7.629186938936363e-05
2,ZFP90,4.4103255,0.46948397,1.0321528429849096e-05,7.730297869082177e-05
2,EBLN3P,4.4060225,0.25255919,1.0528598648890298e-05,7.874872551582527e-05
2,GRAP,4.402958,1.0122142,1.067848210436893e-05,7.9843174322007e-05
2,YEATS4,4.3997235,0.5807362,1.0838876359070693e-05,8.101545746110582e-05
2,CASP8AP2,4.377685,0.53887755,1.1994637990382726e-05,8.929739447168513e-05
2,METAP1D,4.3757915,1.2560546,1.2099266291810988e-05,9.004646259482408e-05
2,SETD1B,4.3554535,0.49313062,1.3279173918621808e-05,9.869680058853812e-05
2,NRCAM,4.347825,2.5409038,1.3749417027712539e-05,0.0001020229469765407
2,AL450998.2,4.3464837,0.6151023,1.3833726425187374e-05,0.00010258071468112183
2,EIF4EBP3,4.3437076,0.62245303,1.4009799016512165e-05,0.00010381774470935359
2,PGAP2,4.3252864,0.8306686,1.523336789269845e-05,0.00011243879259834259
2,KLF7,4.3252153,0.5587141,1.5238296671307057e-05,0.00011243879259834259
2,ERCC5,4.318302,0.25234115,1.5723402205213875e-05,0.00011594201245014149
2,GSTM3,4.3177385,1.2777249,1.576361605816784e-05,0.00011620036980020865
2,DNPH1,4.314682,0.32245877,1.5983274516268342e-05,0.0001176649982919512
2,BRIX1,4.3125353,0.39379796,1.613930480185581e-05,0.0001186996854883281
2,NCBP2,4.3100157,0.36016187,1.6324310815019496e-05,0.00011990035358440041
2,MRPL3,4.3061204,0.3199447,1.6614249178927482e-05,0.00012195011022570513
2,MXRA8,4.2988324,2.8753648,1.717003995383621e-05,0.00012596220793571687
2,BBS2,4.298806,0.71520036,1.717207325506966e-05,0.00012596220793571687
2,THRA,4.2980304,0.5712378,1.7232260978908938e-05,0.00012636240768787652
2,RAB43,4.2965455,0.7647229,1.734803767145568e-05,0.0001270868321062318
2,DENND6A,4.2889547,0.383018,1.7951590900696437e-05,0.00013137965743626744
2,CCDC91,4.2812843,0.2938133,1.8581765196873073e-05,0.00013581449091794627
2,FBLN5,4.279395,1.2390615,1.8740203705944443e-05,0.0001369264273802112
2,DUS3L,4.278377,0.34820357,1.8826100129160665e-05,0.0001374660518865128
2,RDH14,4.258418,0.5163177,2.058784653400751e-05,0.00014984267292552937
2,LINC01259,4.2572055,1.7998,2.0699799976608722e-05,0.0001506086581118183
2,LINC00476,4.2563615,0.6535077,2.077804873537286e-05,0.00015112899608366146
2,WDR36,4.252637,0.55594647,2.1126791169822125e-05,0.00015351633363477738
2,TBC1D4,4.242088,0.83106375,2.2144979475853076e-05,0.0001605511011999348
2,CDK6,4.234435,0.56235886,2.291268451190854e-05,0.0001657956533057057
2,ARRDC3,4.2323437,0.33429858,2.3126872493367056e-05,0.00016718382608248535
2,OTULINL,4.2191916,0.3617134,2.451797903108338e-05,0.00017701208019675057
2,FAM3A,4.2159243,0.39827898,2.487574013924033e-05,0.0001793642348748437
2,ZNF880,4.2145762,0.57760006,2.502476044617903e-05,0.00018026501058245652
2,CISH,4.210728,1.3336555,2.5454888185232915e-05,0.00018324580506919117
2,AC118549.1,4.19951,0.46695837,2.6749335674468887e-05,0.00019213298833572115
2,AL121944.1,4.1977134,0.72534347,2.6962332111980207e-05,0.0001936009298098233
2,FAM153A,4.19755,1.800243,2.6981813087814344e-05,0.00019367885403552313
2,ZNF766,4.1917615,0.5411919,2.7679667930165245e-05,0.00019837095349951758
2,RBM14,4.1840777,0.3810278,2.8632606397670955e-05,0.00020500398188265463
2,RSBN1,4.178598,0.26308537,2.933117133046243e-05,0.000209804802958432
2,CTSF,4.169424,0.8903887,3.053704654409573e-05,0.0002178749353874039
2,OSER1-DT,4.162917,0.9131241,3.142071464324967e-05,0.0002238022938144159
2,MPP7,4.148873,0.52058685,3.3411620839981396e-05,0.0002373282409412096
2,CA5B,4.148485,0.315116,3.346823089918344e-05,0.00023765514418319249
2,SENP7,4.144923,0.38800365,3.399273860749614e-05,0.00024092232737096884
2,SSBP2,4.137624,0.44389284,3.5092079672698454e-05,0.0002483218222993031
2,AC246785.3,4.134353,0.8107899,3.559560427006196e-05,0.00025172619201191263
2,YDJC,4.1319427,0.3125538,3.597097915592801e-05,0.000254140572280126
2,FXN,4.130829,0.49352065,3.614572688524631e-05,0.0002552145283630823
2,C16orf54,4.123621,0.36908308,3.7296213231714705e-05,0.00026317221068816987
2,ZNHIT3,4.1189704,0.29615968,3.8056916633440744e-05,0.00026828691920672453
2,CRTAM,4.113389,0.8715291,3.898926449149811e-05,0.0002746008882259701
2,N4BP2,4.110356,0.5134119,3.9504974928266616e-05,0.0002779713690407124
2,GPRASP1,4.0983357,1.4627041,4.1613144146754845e-05,0.0002922555173711074
2,WDR6,4.097562,0.39889506,4.175247020534497e-05,0.0002931423041067167
2,IMMP2L,4.094067,0.7202592,4.2387133308666026e-05,0.00029731924820197426
2,GNPDA1,4.0919805,0.67226046,4.277047289987755e-05,0.0002998207478796538
2,TNIK,4.082028,0.31794176,4.464445852419916e-05,0.0003123720436515506
2,CEACAM21,4.079706,0.5628854,4.509267974845745e-05,0.00031521341938146245
2,LPIN2,4.0638723,0.4018128,4.826522307888568e-05,0.0003359259526290443
2,LYRM9,4.0514946,0.8424218,5.089146534848139e-05,0.0003534374477759942
2,INTS6-AS1,4.0275965,0.87400854,5.6349927151704835e-05,0.000389058894139393
2,DIP2B,4.001805,0.4287857,6.286111039272986e-05,0.0004318887309076261
2,ESD,4.001473,0.27458954,6.294940540905325e-05,0.0004323630213621815
2,CCNT1,3.9874399,0.27502298,6.679012573603663e-05,0.0004574828081388704
2,TSGA10,3.9807298,0.8733715,6.870400878459215e-05,0.00046973200766949605
2,HOOK1,3.978304,1.4006358,6.940859947776128e-05,0.0004741160754345191
2,RING1,3.9764504,0.35947037,6.995158742694756e-05,0.0004773892767969793
2,AC083798.2,3.9738355,0.83149415,7.072439981639774e-05,0.0004823700632874092
2,SYNJ2BP,3.972605,0.5732137,7.109090293901739e-05,0.0004847224809748433
2,UBTF,3.9719858,0.28696337,7.127594043388154e-05,0.0004858365499480428
2,REG4,3.9616277,2.7316566,7.44405534472062e-05,0.0005061777227131143
2,AL118516.1,3.9580307,0.3087569,7.557023588923418e-05,0.0005130821278795372
2,TSPAN32,3.9549255,0.25213218,7.655850351018839e-05,0.0005190069978223161
2,URGCP,3.9404218,0.77678275,8.133848362606987e-05,0.0005500824355139393
2,RHPN1,3.9403255,1.340057,8.13711254462296e-05,0.0005501374342668884
2,STX17,3.938891,0.40721422,8.185910685903193e-05,0.0005532699525919395
2,MAGEF1,3.9288845,0.6612515,8.534080437249822e-05,0.0005755562189850951
2,SUPT20H,3.9230263,0.3409812,8.744362475897155e-05,0.0005890635058042843
2,LINC01215,3.9204648,0.6990054,8.837834766646574e-05,0.0005948247051638651
2,OTUD6B-AS1,3.911912,0.29719704,9.156825522735261e-05,0.0006151873860620044
2,ZNF160,3.9096038,0.43328336,9.244757753470449e-05,0.0006207233997439358
2,CMTM8,3.90564,1.2868421,9.397636231005034e-05,0.0006298576973458913
2,USP20,3.881519,0.48824075,0.00010380602260663431,0.0006934613045918196
2,C15orf40,3.8791242,0.32916355,0.00010483318880131104,0.0006999065305872182
2,EPHA1,3.8603048,1.6000234,0.00011324568673844687,0.0007545006484212462
2,RASGRP1,3.8597066,0.34700564,0.00011352317834149441,0.0007557401147263996
2,TMEM245,3.8474417,0.52763414,0.00011935773450165239,0.0007919313356855128
2,TMEM25,3.8361773,1.262756,0.00012496418962967072,0.0008273696452783132
2,DMAC1,3.8358514,0.38657656,0.00012513004563897783,0.0008280274187536841
2,AC004832.6,3.8346894,0.98231745,0.00012572302907510607,0.0008317061923430094
2,SLC25A38,3.8265986,0.33535975,0.0001299260579524839,0.0008590045056852588
2,ZNF141,3.8214421,0.58240175,0.0001326735404850611,0.0008758736776181283
2,CLN5,3.8210795,0.5936742,0.00013286882196386366,0.0008766530211054919
2,CIAPIN1,3.8089845,0.5342319,0.0001395387176139656,0.0009193090858711688
2,TCTN3,3.8023546,0.5025582,0.0001433274594586531,0.00094288632913509
2,SLC2A11,3.7981567,0.7482849,0.00014577606650304368,0.0009587136210745146
2,ASF1A,3.79636,0.43402922,0.00014683614979698145,0.0009648373004517113
2,AC079781.5,3.7942896,0.3121483,0.00014806681547846676,0.0009723545173287493
2,GPR132,3.7790473,0.4545354,0.00015742951796270306,0.001030522881362156
2,FCGBP,3.7575207,1.6580083,0.00017160518848988252,0.0011177742486488402
2,RSAD1,3.7559755,0.29148462,0.0001726675840678977,0.0011243680278468324
2,LYRM7,3.7557752,0.6235388,0.0001728057987798359,0.0011249416935650222
2,ACBD6,3.7426708,0.26883316,0.0001820746420140343,0.001183564267201568
2,ZNF609,3.7413921,0.61328346,0.00018300373205818284,0.0011892593427266856
2,AC138150.1,3.7412553,0.87035114,0.0001831034844193692,0.0011895631870556182
2,CELA1,3.7401466,1.7829479,0.00018391294839976825,0.0011944762846589115
2,BLOC1S4,3.7356117,0.32916343,0.00018725943461188677,0.001214453992862875
2,ZNF518B,3.7347429,0.7276287,0.00018790707944573654,0.001218302225661179
2,SH2B1,3.7261555,0.32837853,0.00019442242936337342,0.0012580011096829863
2,SFMBT1,3.7222822,0.62974495,0.00019743024227093735,0.0012767269426716967
2,FPGS,3.7169287,0.30525336,0.00020165932925669182,0.0013014506338400531
2,LRPPRC,3.6986258,0.2586758,0.00021676985758657685,0.0013917666542872722
2,IFRD2,3.682536,0.43859744,0.00023092543364696246,0.0014769134682387469
2,PAXIP1-AS1,3.6805842,0.6336476,0.00023270020538730253,0.0014872405495795539
2,RALA,3.6801875,0.31707072,0.00023306261010178745,0.0014891327487460066
2,CENPV,3.678253,1.0617425,0.00023483708137437447,0.001499616821772179
2,XPA,3.6754444,0.25009766,0.00023743589083835884,0.001514919273950484
2,ISYNA1,3.6675189,0.66610134,0.00024491548580473163,0.0015608668354267477
2,ZNF563,3.663042,1.3527591,0.00024923752127180163,0.001587510046102968
2,ATG9B,3.660394,1.4429181,0.0002518276479103653,0.001602643432094148
2,PRH1,3.6585698,0.5186853,0.00025362668690811,0.0016131778448114018
2,ALKBH2,3.6547997,0.8701632,0.00025738296200030424,0.0016347532442158542
2,KLF12,3.6499572,0.2583879,0.0002622840906768271,0.0016639990670808539
2,BDH1,3.643852,0.9657062,0.0002685878062469217,0.0017030287850334476
2,METTL5,3.6301966,0.26442805,0.0002832054245554414,0.0017906560449497007
2,AL499604.1,3.6299016,0.47298035,0.0002835291321202112,0.0017921979441200395
2,PLA2G12A,3.6244187,0.60139346,0.0002896119827093728,0.0018295050841626178
2,BX890604.2,3.6188986,0.7995639,0.0002958594276532209,0.001865410312669718
2,IGF1R,3.6131945,1.0992147,0.0003024477834219772,0.0019053446384197869
2,PRAG1,3.6023488,1.0267613,0.0003153547916343402,0.0019822048874333243
2,SNHG17,3.592737,0.33390144,0.0003272228518726009,0.002053353126399888
2,ISCA2,3.5892787,0.35298538,0.000331594200834915,0.0020802021889157357
2,PRKY,3.58075,0.27031803,0.0003426093204051931,0.002143313491029812
2,KLHL9,3.5748405,0.43531722,0.0003504414040062617,0.00218986852848679
2,AC078883.1,3.5595913,0.81228954,0.00037143236002897727,0.0023120273858043324
2,TRMT10C,3.5589893,0.2953481,0.0003722846281853994,0.0023166899817714096
2,TAF4B,3.556407,0.84757996,0.0003759616194107478,0.002336332920623933
2,ZNF213-AS1,3.555095,0.6907932,0.0003778426811031202,0.002345425005542211
2,ZNF708,3.5549552,0.4085492,0.0003780432841671807,0.0023460214421942324
2,ANKH,3.5525024,0.45782885,0.0003815855377835726,0.002366694938129337
2,LINC00243,3.5522482,1.1974676,0.00038195435621657734,0.0023683280330489766
2,FOXO1,3.5386064,0.3894194,0.00040224529504273045,0.002485218247324285
2,ATP8B2,3.5347998,0.6319254,0.00040808423678927365,0.002519906129015691
2,BAG3,3.5335045,0.70191866,0.0004100892510895792,0.0025315905747955703
2,ANKRD26,3.5286577,0.7066905,0.00041767320763330847,0.0025748675689473335
2,CMSS1,3.528059,0.56612486,0.00041861868302548767,0.0025792794288196806
2,LINC00954,3.5256915,1.0242168,0.00042237874570747196,0.0025995923570468647
2,ICE2,3.5220625,0.43288743,0.0004282030726877795,0.0026339945655110713
2,EDA,3.521356,2.0908055,0.00042934572923747236,0.0026402997913600834
2,AARSD1,3.5085194,0.39908096,0.00045060818733929834,0.0027619747059033015
2,MEGF6,3.5047278,1.0764332,0.0004570742249146958,0.0027970250960837684
2,ZNF84,3.501862,0.52158636,0.0004620189572207458,0.002825743191764812
2,WDR89,3.4996045,0.8558391,0.0004659488463251323,0.0028466760491600218
2,NDUFAF4,3.4877772,0.38941452,0.0004870536017573048,0.0029699552146276727
2,MTAP,3.4807615,0.5664167,0.0004999906324907356,0.0030414064327607187
2,PRMT7,3.4783225,0.5227043,0.0005045625278016375,0.0030675543063476587
2,MALSU1,3.476574,0.34179285,0.000507864306971825,0.0030826182353406125
2,GCSAM,3.4720688,0.89090985,0.0005164641481180269,0.003133122775312765
2,ARL16,3.4687364,0.27382377,0.0005229122099648049,0.003169669852786933
2,MSH2,3.460591,0.7802677,0.0005389910570330026,0.003260968535353848
2,ZNF770,3.4584157,0.4070604,0.0005433620109475619,0.0032856421599485384
2,ECRG4,3.4528847,1.8507925,0.0005546258440513023,0.003347440628011705
2,MIATNB,3.44062,0.59591514,0.0005803829280140792,0.003494440773123396
2,NOL9,3.428877,0.4921914,0.0006060836649789156,0.003641368828725037
2,CASP6,3.426863,0.8176605,0.0006105969232615874,0.003665541198055521
2,GOLGA8B,3.4227476,0.28655767,0.0006199159166951309,0.003717508059347825
2,CPSF7,3.4195507,0.25580695,0.0006272466999681334,0.0037604645906743383
2,AGMAT,3.4078379,1.281653,0.0006547977162678913,0.003918312327205835
2,ZNF493,3.4035795,0.43366507,0.0006650905286384395,0.0039745222798372
2,CSTF2T,3.3977299,0.5799781,0.0006794745185083271,0.004048708532635495
2,AL359220.1,3.3917375,0.9836525,0.0006945097481952885,0.004128433741523159
2,NMT2,3.386995,0.51360273,0.0007066265122197798,0.0041971258780855196
2,TIGD1,3.3823426,0.87031054,0.0007187047742485132,0.004262099699546136
2,ZNF43,3.3812172,0.5443231,0.0007216544804551544,0.004277332048665539
2,TGS1,3.3773613,0.28383222,0.0007318483702680992,0.004335401406981861
2,GART,3.3656006,0.46827668,0.0007637721363504951,0.004511481413821899
2,AC012645.3,3.3646395,0.63499004,0.0007664374338554632,0.0045260338438094525
2,PATZ1,3.3642733,0.6860368,0.00076745511271675,0.004530851515002675
2,PPAN,3.3506598,0.41728783,0.0008061928351281118,0.004748773745269089
2,HEIH,3.3494737,0.3891279,0.0008096521941418458,0.00476618231044004
2,LMBR1,3.3466399,0.33356392,0.0008179742722693971,0.004811386403395935
2,PAICS,3.3440542,0.57633835,0.0008256358210465273,0.004855179889759065
2,SLC22A17,3.3343627,1.7210814,0.000854950685084689,0.005017051784944034
2,NSMCE3,3.3323956,0.3333452,0.0008610181618331813,0.005050016634572142
2,SLC16A7,3.3305852,0.36031118,0.0008666365173613433,0.005080314251421444
2,METTL17,3.3172393,0.26570293,0.000909116815831651,0.005318226752191097
2,PIBF1,3.3154492,0.37302232,0.0009149595813442669,0.005351011663067591
2,AC022916.1,3.3027732,1.3506342,0.0009573376188527077,0.005585755183979173
2,MOCS2,3.300946,0.52488023,0.0009635945833893563,0.005616878152938111
2,EDEM3,3.2999048,0.29497692,0.0009671766367249151,0.005635837691569949
2,RNPC3,3.2984452,0.2973976,0.0009722182918014742,0.0056622760191426804
2,ZNF430,3.293581,0.26422727,0.0009891985730916323,0.005753705926824249
2,LYRM4,3.2879698,0.46019396,0.0010091265538952634,0.005854446789540729
2,CD40LG,3.2877917,0.36395556,0.0010097649583313795,0.005856636758322001
2,ZNF507,3.285271,0.59702206,0.0010188432116091924,0.005901665736201273
2,AL662844.4,3.2815783,0.43058577,0.0010322787935818669,0.005973325548012009
2,NUP160,3.280831,0.4128646,0.0010350172933659809,0.005987628393529074
2,C19orf48,3.2766154,0.42621988,0.0010505934150476228,0.006069915004931517
2,TRIM52-AS1,3.2708342,0.32474288,0.0010723076452012655,0.0061858178885087645
2,RWDD3,3.2663128,0.28544238,0.0010895780947031818,0.006282216777217472
2,ANO9,3.264282,0.6613269,0.0010974185910680497,0.006319306745796164
2,ARL2,3.263019,0.32075718,0.0011023211139913347,0.006344281980679358
2,HARS,3.261204,0.29497108,0.001109402161329564,0.0063801283405594145
2,CREBZF,3.247106,0.28922954,0.0011658489426277254,0.006684200604398958
2,ZNF540,3.2457325,1.1078023,0.0011714887122565695,0.006714735867549733
2,ZC3H6,3.2456634,0.39665037,0.0011717731619527892,0.006714735867549733
2,PLCL1,3.2396357,1.1559321,0.0011968247773663744,0.00684256977910485
2,PARP16,3.2393863,0.5628401,0.0011978717512226066,0.00684681164449774
2,PVT1,3.2385929,0.38632143,0.0012012093334012126,0.006862393661879261
2,NT5DC1,3.2303214,0.30714697,0.0012365114074113172,0.007051507888911185
2,KLHL6,3.229096,0.54949176,0.001241822018134625,0.0070799941628269724
2,TRIAP1,3.2263393,0.34497538,0.0012538455937841353,0.007141288555716494
2,PPIL3,3.2235165,0.4126953,0.0012662705507445863,0.007206569163796396
2,ZNF274,3.2227185,0.4098993,0.001269803129437672,0.007223010908098832
2,LINC02295,3.2124207,2.1357532,0.0013162153154647528,0.007471868733161821
2,LACTB2-AS1,3.2110162,1.1527679,0.0013226644305446118,0.007500890805458403
2,NDUFV2-AS1,3.2054446,0.5508458,0.001348540338559513,0.007631977554268438
2,LINC01184,3.2016551,0.51776755,0.0013664049966327578,0.007723577576030945
2,MRI1,3.2000623,0.44307998,0.0013739792148848384,0.0077644354122117535
2,DYRK2,3.197604,0.5319374,0.0013857442054662958,0.007827394527276937
2,MRPL24,3.185043,0.34706843,0.0014473244639676356,0.008160423239944122
2,CBX5,3.1838872,0.359129,0.0014531158189076175,0.008191019003315014
2,HABP4,3.1820893,0.98596925,0.001462167549521211,0.008237904823432004
2,RBL1,3.1757638,0.43395573,0.001494426137322296,0.00840067344811827
2,GIMAP8,3.1740925,0.58529514,0.0015030575310451537,0.008444963539884736
2,LIG1,3.1736534,0.4872404,0.0015053337056634333,0.008455635725055411
2,MAP3K14-AS1,3.1725833,1.2896112,0.0015108923457897265,0.008484735950361822
2,MRTO4,3.1594124,0.5067592,0.0015808756928958406,0.008866650625372322
2,NUDT16L1,3.1585472,0.27092186,0.001585576567711434,0.008886354966005205
2,AC012146.1,3.1542962,0.6627139,0.0016088572445819068,0.009007834799672107
2,KIAA0586,3.1491995,0.488058,0.0016371837364249596,0.009155013987990693
2,KANK1,3.1445434,1.8207307,0.001663462187594177,0.009288077677298234
2,SNHG10,3.143868,0.62212074,0.0016673065230584003,0.009304913529728705
2,PTP4A3,3.141394,0.51809776,0.001681456549257318,0.009381549516437921
2,ZNF550,3.139554,0.965878,0.0016920524132776487,0.009429977286675518
2,MYBBP1A,3.1374693,0.5182627,0.001704130710500148,0.00948918827285694
2,TFB1M,3.1348572,0.62378573,0.0017193779078949738,0.009569342058172722
2,WWP1,3.127634,0.3462415,0.0017621949152427836,0.009788227435669272
2,CLK4,3.124059,0.30614722,0.001783747576015204,0.009895816691384469
2,SMIM20,3.1210341,0.34234276,0.001802171355107356,0.009992968932000917
2,AC009041.2,3.1069753,1.901863,0.0018901219003865822,0.010459979333352373
2,MSI2,3.1039448,0.34347478,0.001909589038197975,0.010559900357573723
2,PPP1R3E,3.097986,0.5531959,0.0019484065332693854,0.010756009111107877
2,ZNF529,3.095067,0.59628314,0.001967683737699332,0.01085441857370342
2,LINC01934,3.094752,0.67944807,0.001969774444264372,0.010857946261286368
2,DDX56,3.0940316,0.3050642,0.001974564605271692,0.010881678647171223
2,DOCK9,3.0930595,0.83196276,0.001981044050251045,0.010912028159984037
2,IKZF5,3.0910485,0.3796378,0.0019945110922326074,0.010975434169221159
2,FAAH2,3.0895474,0.8995631,0.002004617006381886,0.011020303305408137
2,TMEM220,3.0895457,1.4671867,0.0020046288156456127,0.011020303305408137
2,PUM3,3.084185,0.35572997,0.002041107678663142,0.011207119118217439
2,PHF14,3.083578,0.27626616,0.0020452747766695253,0.01122487106472232
2,N6AMT1,3.0816045,1.1070489,0.0020588816438646546,0.01129090089865283
2,NOLC1,3.0815053,0.27533942,0.0020595685506617973,0.011291909059148682
2,COG1,3.0694063,0.3539043,0.0021448467691328756,0.01172658673150245
2,ESF1,3.068268,0.34664023,0.0021530345181260103,0.011766986314549897
2,AEBP1,3.0667922,1.3718235,0.0021636910339747338,0.011819471635092935
2,CDR2,3.0660872,0.52339125,0.002168800977318176,0.011838915135211141
2,NSG1,3.0660827,0.4137355,0.0021688327112175092,0.011838915135211141
